time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
5884,7,25,25,28,100,495,1,5
5916,7,25,25,28,100,495,1,5
5949,7,25,25,28,100,495,1,5
5981,7,25,25,28,100,495,1,5
6014,7,25,25,28,100,495,1,5
6046,7,25,25,28,100,495,1,5
6079,7,25,25,28,100,495,1,5
6111,7,25,25,28,100,495,1,5
6144,7,25,25,28,100,495,1,5
6176,7,25,25,28,100,495,1,5
6209,7,25,25,28,100,495,1,5
6241,7,25,25,28,100,495,1,5
6274,7,25,25,28,100,495,1,5
6306,7,25,25,28,100,495,1,5
6339,7,25,25,28,100,495,1,5
6371,7,25,25,28,100,495,1,5
6404,7,25,25,28,100,495,1,5
6436,7,25,25,28,100,495,1,5
6469,7,25,25,28,100,495,1,5
6501,7,25,25,28,100,495,1,5
6534,7,25,25,28,100,495,1,5
6566,7,25,25,28,100,495,1,5
6599,7,25,25,28,100,495,1,5
6631,7,25,25,28,100,495,1,5
6664,7,25,25,28,100,495,1,5
6696,7,25,25,28,100,495,1,5
6729,7,25,25,28,100,495,1,5
6761,7,25,25,28,100,495,1,5
6794,7,25,25,28,100,495,1,5
6826,7,25,25,28,100,495,1,5
6859,7,25,25,28,100,495,1,5
6891,7,25,25,28,100,495,1,5
6924,7,25,25,28,100,495,1,5
6956,7,25,25,28,100,495,1,5
6989,7,25,25,28,100,495,1,5
7021,7,25,25,28,100,495,1,5
7054,7,25,25,28,100,495,1,5
7086,7,25,25,28,100,495,1,5
7119,7,25,25,28,100,495,1,5
7151,7,25,25,28,100,495,1,5
7184,7,25,25,28,100,495,1,5
7216,7,25,25,28,100,495,1,5
7249,7,25,25,28,100,495,1,5
7281,7,25,25,28,100,495,1,5
7314,7,25,25,28,100,495,1,5
7346,7,25,25,28,100,495,1,5
7379,7,25,25,28,100,495,1,5
7411,7,25,25,28,100,495,1,5
7444,7,25,25,28,100,495,1,5
7476,7,25,25,28,100,495,1,5
7509,7,25,25,28,100,495,1,5
7541,7,25,25,28,100,495,1,5
7574,7,25,25,28,100,495,1,5
7606,7,25,25,28,100,495,1,5
7639,7,25,25,28,100,495,1,5
7671,7,25,25,28,100,495,1,5
7704,7,25,25,28,100,495,1,5
7736,7,25,25,28,100,495,1,5
7769,7,25,25,28,100,495,1,5
7801,7,25,25,28,100,495,1,5
7834,7,25,25,28,100,495,1,5
7866,7,25,25,28,100,495,1,5
7899,7,25,25,28,100,495,1,5
7931,7,25,25,28,100,495,1,5
7964,7,25,25,28,100,495,1,5
7996,7,25,25,28,100,495,1,5
8029,7,25,25,28,100,495,1,5
8061,7,25,25,28,100,495,1,5
8094,7,25,25,28,100,495,1,5
8126,7,25,25,28,100,495,1,5
8159,7,25,25,28,100,495,1,5
8191,7,25,25,28,100,495,1,5
8224,7,25,25,28,100,495,1,5
8256,7,25,25,28,100,495,1,5
8289,7,25,25,28,100,495,1,5
8321,7,25,25,28,100,495,1,5
8354,7,25,25,28,100,495,1,5
8386,7,25,25,28,100,495,1,5
8419,7,25,25,28,100,495,1,5
8451,7,25,25,28,100,495,1,5
8484,7,25,25,28,100,495,1,5
8516,7,25,25,28,100,495,1,5
8549,7,25,25,28,100,495,1,5
8581,7,25,25,28,100,495,1,5
8614,7,25,25,28,100,495,1,5
8646,7,25,25,28,100,495,1,5
8679,7,25,25,28,100,495,1,5
8711,7,25,25,28,100,495,1,5
8744,7,25,25,28,100,495,1,5
8776,7,25,25,28,100,495,1,5
8809,7,25,25,28,100,495,1,5
8841,7,25,25,28,100,495,1,5
8874,7,25,25,28,100,495,1,5
8906,7,25,25,28,100,495,1,5
8939,7,25,25,28,100,495,1,5
8971,7,25,25,28,100,495,1,5
9004,7,25,25,28,100,495,1,5
9036,7,25,25,28,100,495,1,5
9069,7,25,25,28,100,495,1,5
9101,7,25,25,28,100,495,1,5
9134,7,25,25,28,100,495,1,5
9166,7,25,25,28,100,495,1,5
9199,7,25,25,28,100,495,1,5
9231,7,25,25,28,100,495,1,5
9264,7,25,25,28,100,495,1,5
9296,7,25,25,28,100,495,1,5
9329,7,25,25,28,100,495,1,5
9361,7,25,25,28,100,495,1,5
9394,7,25,25,28,100,495,1,5
9426,7,25,25,28,100,495,1,5
9459,7,25,25,28,100,495,1,5
9491,7,25,25,28,100,495,1,5
9524,7,25,25,28,100,495,1,5
9556,7,25,25,28,100,495,1,5
9589,7,25,25,28,100,495,1,5
9621,7,25,25,28,100,495,1,5
9654,7,25,25,28,100,495,1,5
9686,7,25,25,28,100,495,1,5
9719,7,25,25,28,100,495,1,5
9751,7,25,25,28,100,495,1,5
9784,7,25,25,28,100,495,1,5
9816,7,25,25,28,100,495,1,5
9849,7,25,25,28,100,495,1,5
9881,7,25,25,28,100,495,1,5
9914,7,25,25,28,100,495,1,5
9946,7,25,25,28,100,495,1,5
9979,7,25,25,28,100,495,1,5
10011,7,25,25,28,100,495,1,5
10044,7,25,25,28,100,495,1,5
10076,7,25,25,28,100,495,1,5
10109,7,25,25,28,100,495,1,5
10141,7,25,25,28,100,495,1,5
10174,7,25,25,28,100,495,1,5
10206,7,25,25,28,100,495,1,5
10239,7,25,25,28,100,495,1,5
10271,7,25,25,28,100,495,1,5
10304,7,25,25,28,100,495,1,5
10336,7,25,25,28,100,495,1,5
10369,7,25,25,28,100,495,1,5
10401,7,25,25,28,100,495,1,5
10434,7,25,25,28,100,495,1,5
10466,7,25,25,28,100,495,1,5
10499,7,25,25,28,100,495,1,5
10531,7,25,25,28,100,495,1,5
10564,7,25,25,28,100,495,1,5
10596,7,25,25,28,100,495,1,5
10629,7,25,25,28,100,495,1,5
10661,7,25,25,28,100,495,1,5
10694,7,25,25,28,100,495,1,5
10726,7,25,25,28,100,495,1,5
10759,7,25,25,28,100,495,1,5
10791,7,25,25,28,100,495,1,5
10824,7,25,25,28,100,495,1,5
10856,7,25,25,28,100,495,1,5
10889,7,25,25,28,100,495,1,5
10921,7,25,25,28,100,495,1,5
10954,7,25,25,28,100,495,1,5
10986,7,25,25,28,100,495,1,5
11019,7,25,25,28,100,495,1,5
11051,7,25,25,28,100,495,1,5
11084,7,25,25,28,100,495,1,5
11116,7,25,25,28,100,495,1,5
11149,7,25,25,28,100,495,1,5
11181,7,25,25,28,100,495,1,5
11214,7,25,25,28,100,495,1,5
11246,7,25,25,28,100,495,1,5
11279,7,25,25,28,100,495,1,5
11311,7,25,25,28,100,495,1,5
11344,7,25,25,28,100,495,1,5
11376,7,25,25,28,100,495,1,5
11409,7,25,25,28,100,495,1,5
11441,7,25,25,28,100,495,1,5
11474,7,25,25,28,100,495,1,5
11506,7,25,25,28,100,495,1,5
11539,7,25,25,28,100,495,1,5
11571,7,25,25,28,100,495,1,5
11604,7,25,25,28,100,495,1,5
11636,7,25,25,28,100,495,1,5
11669,7,25,25,28,100,495,1,5
11701,7,25,25,28,100,495,1,5
11734,7,25,25,28,100,495,1,5
11766,7,25,25,28,100,495,1,5
11799,7,25,25,28,100,495,1,5
11831,7,25,25,28,100,495,1,5
11864,7,25,25,28,100,495,1,5
11896,7,25,25,28,100,495,1,5
11929,7,25,25,28,100,495,1,5
11961,7,25,25,28,100,495,1,5
11994,7,25,25,28,100,495,1,5
12026,7,25,25,28,100,495,1,5
12059,7,25,25,28,100,495,1,5
12091,7,25,25,28,100,495,1,5
12124,7,25,25,28,100,495,1,5
12156,7,25,25,28,100,495,1,5
12189,7,25,25,28,100,495,1,5
12221,7,25,25,28,100,495,1,5
12254,7,25,25,28,100,495,1,5
12286,7,25,25,28,100,495,1,5
12319,7,25,25,28,100,495,1,5
12351,7,25,25,28,100,495,1,5
12384,7,25,25,28,100,495,1,5
12416,7,25,25,28,100,495,1,5
12449,7,25,25,28,100,495,1,5
12481,7,25,25,28,100,495,1,5
12514,7,25,25,28,100,495,1,5
12546,7,25,25,28,100,495,1,5
12579,7,25,25,28,100,495,1,5
12611,7,25,25,28,100,495,1,5
12644,7,25,25,28,100,495,1,5
12676,7,25,25,28,100,495,1,5
12709,7,25,25,28,100,495,1,5
12741,7,25,25,28,100,495,1,5
12774,7,25,25,28,100,495,1,5
12806,7,25,25,28,100,495,1,5
12839,7,25,25,28,100,495,1,5
12871,7,25,25,28,100,495,1,5
12904,7,25,25,28,100,495,1,5
12936,7,25,25,28,100,495,1,5
12969,7,25,25,28,100,495,1,5
13001,7,25,25,28,100,495,1,5
13034,7,25,25,28,100,495,1,5
13066,7,25,25,28,100,495,1,5
13099,7,25,25,28,100,495,1,5
13131,7,25,25,28,100,495,1,5
13164,7,25,25,28,100,495,1,5
13196,7,25,25,28,100,495,1,5
13229,7,25,25,28,100,495,1,5
13261,7,25,25,28,100,495,1,5
13294,7,25,25,28,100,495,1,5
13326,7,25,25,28,100,495,1,5
13359,7,25,25,28,100,495,1,5
13391,7,25,25,28,100,495,1,5
13424,7,25,25,28,100,495,1,5
13456,7,25,25,28,100,495,1,5
13489,7,25,25,28,100,495,1,5
13521,7,25,25,28,100,495,1,5
13554,7,25,25,28,100,495,1,5
13586,7,25,25,28,100,495,1,5
13619,7,25,25,28,100,495,1,5
13651,7,25,25,28,100,495,1,5
13684,7,25,25,28,100,495,1,5
13716,7,25,25,28,100,495,1,5
13749,7,25,25,28,100,495,1,5
13781,7,25,25,28,100,495,1,5
13814,7,25,25,28,100,495,1,5
13846,7,25,25,28,100,495,1,5
13879,7,25,25,28,100,495,1,5
13911,7,25,25,28,100,495,1,5
13944,7,25,25,28,100,495,1,5
13976,7,25,25,28,100,495,1,5
14009,7,25,25,28,100,495,1,5
14041,7,25,25,28,100,495,1,5
14074,7,25,25,28,100,495,1,5
14106,7,25,25,28,100,495,1,5
14139,7,25,25,28,100,495,1,5
14171,7,25,25,28,100,495,1,5
14204,7,25,25,28,100,495,1,5
14236,7,25,25,28,100,495,1,5
14269,7,25,25,28,100,495,1,5
14301,7,25,25,28,100,495,1,5
14334,7,25,25,28,100,495,1,5
14366,7,25,25,28,100,495,1,5
14399,7,25,25,28,100,495,1,5
14431,7,25,25,28,100,495,1,5
14464,7,25,25,28,100,495,1,5
14496,7,25,25,28,100,495,1,5
14529,7,25,25,28,100,495,1,5
14561,7,25,25,28,100,495,1,5
14594,7,25,25,28,100,495,1,5
14626,7,25,25,28,100,495,1,5
14659,7,25,25,28,100,495,1,5
14691,7,25,25,28,100,495,1,5
14724,7,25,25,28,100,495,1,5
14756,7,25,25,28,100,495,1,5
14789,7,25,25,28,100,495,1,5
14821,7,25,25,28,100,495,1,5
14854,7,25,25,28,100,495,1,5
14886,7,25,25,28,100,495,1,5
14919,7,25,25,28,100,495,1,5
14951,7,25,25,28,100,495,1,5
14984,7,25,25,28,100,495,1,5
15016,7,25,25,28,100,495,1,5
15049,7,25,25,28,100,495,1,5
15081,7,25,25,28,100,495,1,5
15114,7,25,25,28,100,495,1,5
15146,7,25,25,28,100,495,1,5
15179,7,25,25,28,100,495,1,5
15211,7,25,25,28,100,495,1,5
15244,7,25,25,28,100,495,1,5
15276,7,25,25,28,100,495,1,5
15309,7,25,25,28,100,495,1,5
15341,7,25,25,28,100,495,1,5
15374,7,25,25,28,100,495,1,5
15406,7,25,25,28,100,495,1,5
15439,7,25,25,28,100,495,1,5
15471,7,25,25,28,100,495,1,5
15504,7,25,25,28,100,495,1,5
15536,7,25,25,28,100,495,1,5
15569,7,25,25,28,100,495,1,5
15601,7,25,25,28,100,495,1,5
15634,7,25,25,28,100,495,1,5
15666,7,25,25,28,100,495,1,5
15699,7,25,25,28,100,495,1,5
15731,7,25,25,28,100,495,1,5
15764,7,25,25,28,100,495,1,5
15796,7,25,25,28,100,495,1,5
15829,7,25,25,28,100,495,1,5
15861,7,25,25,28,100,495,1,5
15894,7,25,25,28,100,495,1,5
15926,7,25,25,28,100,495,1,5
15959,7,25,25,28,100,495,1,5
15991,7,25,25,28,100,495,1,5
16024,7,25,25,28,100,495,1,5
16056,7,25,25,28,100,495,1,5
16089,7,25,25,28,100,495,1,5
16121,7,25,25,28,100,495,1,5
16154,7,25,25,28,100,495,1,5
16186,7,25,25,28,100,495,1,5
16219,7,25,25,28,100,495,1,5
16251,7,25,25,28,100,495,1,5
16284,7,25,25,28,100,495,1,5
16316,7,25,25,28,100,495,1,5
16349,7,25,25,28,100,495,1,5
16381,7,25,25,28,100,495,1,5
16414,7,25,25,28,100,495,1,5
16446,7,25,25,28,100,495,1,5
16479,7,25,25,28,100,495,1,5
16511,7,25,25,28,100,495,1,5
16544,7,25,25,28,100,495,1,5
16576,7,25,25,28,100,495,1,5
16609,7,25,25,28,100,495,1,5
16641,7,25,25,28,100,495,1,5
16674,7,25,25,28,100,495,1,5
16706,7,25,25,28,100,495,1,5
16739,7,25,25,28,100,495,1,5
16771,7,25,25,28,100,495,1,5
16804,7,25,25,28,100,495,1,5
16836,7,25,25,28,100,495,1,5
16869,7,25,25,28,100,495,1,5
16901,7,25,25,28,100,495,1,5
16934,7,25,25,28,100,495,1,5
