time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
0,0,1,1,3,1,0,1,0
30,0,1,1,3,1,1,1,0
53,0,1,1,1,3,1,2,0
79,0,1,1,1,3,498,2,0
164,0,1,1,2,2,498,1,1
180,1,0,0,4,0,498,0,2
252,0,1,1,3,1,498,1,2
378,1,0,0,4,0,498,0,3
