time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,resume,promote
164,0,1,0,0,164,164,164,164,0,0,1,0
177,1,8,30,30,177,147,147,147,0,0,1,0
180,2,2,53,53,180,127,127,127,0,0,1,0
378,9,1,252,252,378,126,126,126,0,0,1,0
21571279,3,100,79,79,21571279,21571200,21571200,18000000,3571200,2,3,0
39564079,4,100,79,3329,39564079,39560750,39564000,18000000,21564000,2,3,0
57556879,5,100,79,6579,57556879,57550300,57556800,18000000,39556800,2,3,0
75549679,6,100,79,9829,75549679,75539850,75549600,18000000,57549600,2,3,0
93542479,7,100,79,13079,93542479,93529400,93542400,18000000,75542400,2,3,0
111535279,8,100,79,16329,111535279,111518950,111535200,18000000,93535200,2,3,0
129528079,10,100,79,19579,129528079,129508500,129528000,18000000,111528000,2,3,0
147520879,11,100,79,22829,147520879,147498050,147520800,18000000,129520800,2,3,0
165513679,12,100,79,26079,165513679,165487600,165513600,18000000,147513600,2,3,0
183506479,13,100,79,29329,183506479,183477150,183506400,18000000,165506400,2,3,0
201499279,14,100,79,32579,201499279,201466700,201499200,18000000,183499200,2,3,0
219492079,15,100,79,35829,219492079,219456250,219492000,18000000,201492000,2,3,0
237484879,16,100,79,39079,237484879,237445800,237484800,18000000,219484800,2,3,0
255477679,17,100,79,42329,255477679,255435350,255477600,18000000,237477600,2,3,0
273470479,18,100,79,45579,273470479,273424900,273470400,18000000,255470400,2,3,0
291463279,19,100,79,48829,291463279,291414450,291463200,18000000,273463200,2,3,0
309456079,20,100,79,52079,309456079,309404000,309456000,18000000,291456000,2,3,0
327448879,21,100,79,55329,327448879,327393550,327448800,18000000,309448800,2,3,0
345441679,22,100,79,58579,345441679,345383100,345441600,18000000,327441600,2,3,0
363434479,23,100,79,61829,363434479,363372650,363434400,18000000,345434400,2,3,0
381427279,24,100,79,65079,381427279,381362200,381427200,18000000,363427200,2,3,0
399420079,25,100,79,68329,399420079,399351750,399420000,18000000,381420000,2,3,0
417412879,26,100,79,71579,417412879,417341300,417412800,18000000,399412800,2,3,0
435405679,27,100,79,74829,435405679,435330850,435405600,18000000,417405600,2,3,0
453398479,28,100,79,78079,453398479,453320400,453398400,18000000,435398400,2,3,0
471391279,29,100,79,81329,471391279,471309950,471391200,18000000,453391200,2,3,0
489384079,30,100,79,84579,489384079,489299500,489384000,18000000,471384000,2,3,0
507376879,31,100,79,87829,507376879,507289050,507376800,18000000,489376800,2,3,0
525369679,32,100,79,91079,525369679,525278600,525369600,18000000,507369600,2,3,0
543362479,33,100,79,94329,543362479,543268150,543362400,18000000,525362400,2,3,0
561355279,34,100,79,97579,561355279,561257700,561355200,18000000,543355200,2,3,0
579348079,35,100,79,100829,579348079,579247250,579348000,18000000,561348000,2,3,0
597340879,36,100,79,104079,597340879,597236800,597340800,18000000,579340800,2,3,0
615333679,37,100,79,107329,615333679,615226350,615333600,18000000,597333600,2,3,0
633326479,38,100,79,110579,633326479,633215900,633326400,18000000,615326400,2,3,0
651319279,39,100,79,113829,651319279,651205450,651319200,18000000,633319200,2,3,0
669312079,40,100,79,117079,669312079,669195000,669312000,18000000,651312000,2,3,0
687304879,41,100,79,120329,687304879,687184550,687304800,18000000,669304800,2,3,0
705297679,42,100,79,123579,705297679,705174100,705297600,18000000,687297600,2,3,0
723290479,43,100,79,126829,723290479,723163650,723290400,18000000,705290400,2,3,0
741283279,44,100,79,130079,741283279,741153200,741283200,18000000,723283200,2,3,0
759276079,45,100,79,133329,759276079,759142750,759276000,18000000,741276000,2,3,0
777268879,46,100,79,136579,777268879,777132300,777268800,18000000,759268800,2,3,0
795261679,47,100,79,139829,795261679,795121850,795261600,18000000,777261600,2,3,0
813254479,48,100,79,143079,813254479,813111400,813254400,18000000,795254400,2,3,0
831247279,49,100,79,146329,831247279,831100950,831247200,18000000,813247200,2,3,0
849240079,50,100,79,149579,849240079,849090500,849240000,18000000,831240000,2,3,0
867232879,51,100,79,152829,867232879,867080050,867232800,18000000,849232800,2,3,0
885225679,52,100,79,156079,885225679,885069600,885225600,18000000,867225600,2,3,0
903218479,53,100,79,159329,903218479,903059150,903218400,18000000,885218400,2,3,0
921211279,54,100,79,162579,921211279,921048700,921211200,18000000,903211200,2,3,0
939204079,55,100,79,165829,939204079,939038250,939204000,18000000,921204000,2,3,0
957196879,56,100,79,169079,957196879,957027800,957196800,18000000,939196800,2,3,0
975189679,57,100,79,172329,975189679,975017350,975189600,18000000,957189600,2,3,0
993182479,58,100,79,175579,993182479,993006900,993182400,18000000,975182400,2,3,0
1011175279,59,100,79,178829,1011175279,1010996450,1011175200,18000000,993175200,2,3,0
1029168079,60,100,79,182079,1029168079,1028986000,1029168000,18000000,1011168000,2,3,0
1047160879,61,100,79,185329,1047160879,1046975550,1047160800,18000000,1029160800,2,3,0
1065153679,62,100,79,188579,1065153679,1064965100,1065153600,18000000,1047153600,2,3,0
1083146479,63,100,79,191829,1083146479,1082954650,1083146400,18000000,1065146400,2,3,0
1101139279,64,100,79,195079,1101139279,1100944200,1101139200,18000000,1083139200,2,3,0
1119132079,65,100,79,198329,1119132079,1118933750,1119132000,18000000,1101132000,2,3,0
1137124879,66,100,79,201579,1137124879,1136923300,1137124800,18000000,1119124800,2,3,0
1155117679,67,100,79,204829,1155117679,1154912850,1155117600,18000000,1137117600,2,3,0
1173110479,68,100,79,208079,1173110479,1172902400,1173110400,18000000,1155110400,2,3,0
1191103279,69,100,79,211329,1191103279,1190891950,1191103200,18000000,1173103200,2,3,0
1209096079,70,100,79,214579,1209096079,1208881500,1209096000,18000000,1191096000,2,3,0
1227088879,71,100,79,217829,1227088879,1226871050,1227088800,18000000,1209088800,2,3,0
1245081679,72,100,79,221079,1245081679,1244860600,1245081600,18000000,1227081600,2,3,0
1263074479,73,100,79,224329,1263074479,1262850150,1263074400,18000000,1245074400,2,3,0
1281067279,74,100,79,227579,1281067279,1280839700,1281067200,18000000,1263067200,2,3,0
1299060079,75,100,79,230829,1299060079,1298829250,1299060000,18000000,1281060000,2,3,0
1317052879,76,100,79,234079,1317052879,1316818800,1317052800,18000000,1299052800,2,3,0
1335045679,77,100,79,237329,1335045679,1334808350,1335045600,18000000,1317045600,2,3,0
1353038479,78,100,79,240579,1353038479,1352797900,1353038400,18000000,1335038400,2,3,0
1371031279,79,100,79,243829,1371031279,1370787450,1371031200,18000000,1353031200,2,3,0
1389024079,80,100,79,247079,1389024079,1388777000,1389024000,18000000,1371024000,2,3,0
1407016879,81,100,79,250329,1407016879,1406766550,1407016800,18000000,1389016800,2,3,0
1425009679,82,100,79,253579,1425009679,1424756100,1425009600,18000000,1407009600,2,3,0
1443002479,83,100,79,256829,1443002479,1442745650,1443002400,18000000,1425002400,2,3,0
1460995279,84,100,79,260079,1460995279,1460735200,1460995200,18000000,1442995200,2,3,0
1478988079,85,100,79,263329,1478988079,1478724750,1478988000,18000000,1460988000,2,3,0
1496980879,86,100,79,266579,1496980879,1496714300,1496980800,18000000,1478980800,2,3,0
1514973679,87,100,79,269829,1514973679,1514703850,1514973600,18000000,1496973600,2,3,0
1532966479,88,100,79,273079,1532966479,1532693400,1532966400,18000000,1514966400,2,3,0
1550959279,89,100,79,276329,1550959279,1550682950,1550959200,18000000,1532959200,2,3,0
1568952079,90,100,79,279579,1568952079,1568672500,1568952000,18000000,1550952000,2,3,0
1586944879,91,100,79,282829,1586944879,1586662050,1586944800,18000000,1568944800,2,3,0
1604937679,92,100,79,286079,1604937679,1604651600,1604937600,18000000,1586937600,2,3,0
1622930479,93,100,79,289329,1622930479,1622641150,1622930400,18000000,1604930400,2,3,0
1640923279,94,100,79,292579,1640923279,1640630700,1640923200,18000000,1622923200,2,3,0
1658916079,95,100,79,295829,1658916079,1658620250,1658916000,18000000,1640916000,2,3,0
1676908879,96,100,79,299079,1676908879,1676609800,1676908800,18000000,1658908800,2,3,0
1694901679,97,100,79,302329,1694901679,1694599350,1694901600,18000000,1676901600,2,3,0
1712894479,98,100,79,305579,1712894479,1712588900,1712894400,18000000,1694894400,2,3,0
1730887279,99,100,79,308829,1730887279,1730578450,1730887200,18000000,1712887200,2,3,0
