time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,resume,promote
2340000097,134,100,79,2322000097,2340000097,18000000,2340000018,18000000,2322000018,0,0,0
2358000097,135,100,79,2340000097,2358000097,18000000,2358000018,18000000,2340000018,0,0,0
2376000097,136,100,79,2358000097,2376000097,18000000,2376000018,18000000,2358000018,0,0,0
2394000097,137,100,79,2376000097,2394000097,18000000,2394000018,18000000,2376000018,0,0,0
2412000097,138,100,79,2394000097,2412000097,18000000,2412000018,18000000,2394000018,0,0,0
2430000097,139,100,79,2412000097,2430000097,18000000,2430000018,18000000,2412000018,0,0,0
2448000097,140,100,79,2430000097,2448000097,18000000,2448000018,18000000,2430000018,0,0,0
2466000097,141,100,79,2448000097,2466000097,18000000,2466000018,18000000,2448000018,0,0,0
2484000097,142,100,79,2466000097,2484000097,18000000,2484000018,18000000,2466000018,0,0,0
2502000097,143,100,79,2484000097,2502000097,18000000,2502000018,18000000,2484000018,0,0,0
2520000097,144,100,79,2502000097,2520000097,18000000,2520000018,18000000,2502000018,0,0,0
2538000097,145,100,79,2520000097,2538000097,18000000,2538000018,18000000,2520000018,0,0,0
2556000097,146,100,79,2538000097,2556000097,18000000,2556000018,18000000,2538000018,0,0,0
2574000097,147,100,79,2556000097,2574000097,18000000,2574000018,18000000,2556000018,0,0,0
2592000097,148,100,79,2574000097,2592000097,18000000,2592000018,18000000,2574000018,0,0,0
2610000097,149,100,79,2592000097,2610000097,18000000,2610000018,18000000,2592000018,0,0,0
2628000097,150,100,79,2610000097,2628000097,18000000,2628000018,18000000,2610000018,0,0,0
2646000097,151,100,79,2628000097,2646000097,18000000,2646000018,18000000,2628000018,0,0,0
2664000097,152,100,79,2646000097,2664000097,18000000,2664000018,18000000,2646000018,0,0,0
2682000097,153,100,79,2664000097,2682000097,18000000,2682000018,18000000,2664000018,0,0,0
2700000097,154,100,79,2682000097,2700000097,18000000,2700000018,18000000,2682000018,0,0,0
2718000097,155,100,79,2700000097,2718000097,18000000,2718000018,18000000,2700000018,0,0,0
2736000097,156,100,79,2718000097,2736000097,18000000,2736000018,18000000,2718000018,0,0,0
2754000097,157,100,79,2736000097,2754000097,18000000,2754000018,18000000,2736000018,0,0,0
2772000097,158,100,79,2754000097,2772000097,18000000,2772000018,18000000,2754000018,0,0,0
2790000097,159,100,79,2772000097,2790000097,18000000,2790000018,18000000,2772000018,0,0,0
2808000097,160,100,79,2790000097,2808000097,18000000,2808000018,18000000,2790000018,0,0,0
2826000097,161,100,79,2808000097,2826000097,18000000,2826000018,18000000,2808000018,0,0,0
2844000097,162,100,79,2826000097,2844000097,18000000,2844000018,18000000,2826000018,0,0,0
2862000097,163,100,79,2844000097,2862000097,18000000,2862000018,18000000,2844000018,0,0,0
2880000097,164,100,79,2862000097,2880000097,18000000,2880000018,18000000,2862000018,0,0,0
2898000097,165,100,79,2880000097,2898000097,18000000,2898000018,18000000,2880000018,0,0,0
2916000097,166,100,79,2898000097,2916000097,18000000,2916000018,18000000,2898000018,0,0,0
2934000097,167,100,79,2916000097,2934000097,18000000,2934000018,18000000,2916000018,0,0,0
2952000097,168,100,79,2934000097,2952000097,18000000,2952000018,18000000,2934000018,0,0,0
2970000097,169,100,79,2952000097,2970000097,18000000,2970000018,18000000,2952000018,0,0,0
2988000097,170,100,79,2970000097,2988000097,18000000,2988000018,18000000,2970000018,0,0,0
3006000097,171,100,79,2988000097,3006000097,18000000,3006000018,18000000,2988000018,0,0,0
3024000097,172,100,79,3006000097,3024000097,18000000,3024000018,18000000,3006000018,0,0,0
3042000097,173,100,79,3024000097,3042000097,18000000,3042000018,18000000,3024000018,0,0,0
3060000097,174,100,79,3042000097,3060000097,18000000,3060000018,18000000,3042000018,0,0,0
3078000097,175,100,79,3060000097,3078000097,18000000,3078000018,18000000,3060000018,0,0,0
3096000097,176,100,79,3078000097,3096000097,18000000,3096000018,18000000,3078000018,0,0,0
3114000097,177,100,79,3096000097,3114000097,18000000,3114000018,18000000,3096000018,0,0,0
3132000097,178,100,79,3114000097,3132000097,18000000,3132000018,18000000,3114000018,0,0,0
3150000097,179,100,79,3132000097,3150000097,18000000,3150000018,18000000,3132000018,0,0,0
3168000097,180,100,79,3150000097,3168000097,18000000,3168000018,18000000,3150000018,0,0,0
3186000097,181,100,79,3168000097,3186000097,18000000,3186000018,18000000,3168000018,0,0,0
3204000097,182,100,79,3186000097,3204000097,18000000,3204000018,18000000,3186000018,0,0,0
3222000097,183,100,79,3204000097,3222000097,18000000,3222000018,18000000,3204000018,0,0,0
3240000097,184,100,79,3222000097,3240000097,18000000,3240000018,18000000,3222000018,0,0,0
3258000097,185,100,79,3240000097,3258000097,18000000,3258000018,18000000,3240000018,0,0,0
3276000097,186,100,79,3258000097,3276000097,18000000,3276000018,18000000,3258000018,0,0,0
3294000097,187,100,79,3276000097,3294000097,18000000,3294000018,18000000,3276000018,0,0,0
3312000097,188,100,79,3294000097,3312000097,18000000,3312000018,18000000,3294000018,0,0,0
3330000097,189,100,79,3312000097,3330000097,18000000,3330000018,18000000,3312000018,0,0,0
3348000097,190,100,79,3330000097,3348000097,18000000,3348000018,18000000,3330000018,0,0,0
3366000097,191,100,79,3348000097,3366000097,18000000,3366000018,18000000,3348000018,0,0,0
3384000097,192,100,79,3366000097,3384000097,18000000,3384000018,18000000,3366000018,0,0,0
3402000097,193,100,79,3384000097,3402000097,18000000,3402000018,18000000,3384000018,0,0,0
