time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
6019,7,25,25,28,100,496,1,4
6052,7,25,25,28,100,496,1,4
6085,7,25,25,28,100,496,1,4
6118,7,25,25,28,100,496,1,4
6151,7,25,25,28,100,496,1,4
6184,7,25,25,28,100,496,1,4
6217,7,25,25,28,100,496,1,4
6250,7,25,25,28,100,496,1,4
6283,7,25,25,28,100,496,1,4
6316,7,25,25,28,100,496,1,4
6349,7,25,25,28,100,496,1,4
6382,7,25,25,28,100,496,1,4
6415,7,25,25,28,100,496,1,4
6448,7,25,25,28,100,496,1,4
6481,7,25,25,28,100,496,1,4
6514,7,25,25,28,100,496,1,4
6547,7,25,25,28,100,496,1,4
6580,7,25,25,28,100,496,1,4
6613,7,25,25,28,100,496,1,4
6646,7,25,25,28,100,496,1,4
6679,7,25,25,28,100,496,1,4
6712,7,25,25,28,100,496,1,4
6745,7,25,25,28,100,496,1,4
6778,7,25,25,28,100,496,1,4
6811,7,25,25,28,100,496,1,4
6844,7,25,25,28,100,496,1,4
6877,7,25,25,28,100,496,1,4
6910,7,25,25,28,100,496,1,4
6943,7,25,25,28,100,496,1,4
6976,7,25,25,28,100,496,1,4
7009,7,25,25,28,100,496,1,4
7042,7,25,25,28,100,496,1,4
7075,7,25,25,28,100,496,1,4
7108,7,25,25,28,100,496,1,4
7141,7,25,25,28,100,496,1,4
7174,7,25,25,28,100,496,1,4
7207,7,25,25,28,100,496,1,4
7240,7,25,25,28,100,496,1,4
7273,7,25,25,28,100,496,1,4
7306,7,25,25,28,100,496,1,4
7339,7,25,25,28,100,496,1,4
7372,7,25,25,28,100,496,1,4
7405,7,25,25,28,100,496,1,4
7438,7,25,25,28,100,496,1,4
7471,7,25,25,28,100,496,1,4
7504,7,25,25,28,100,496,1,4
7537,7,25,25,28,100,496,1,4
7570,7,25,25,28,100,496,1,4
7603,7,25,25,28,100,496,1,4
7636,7,25,25,28,100,496,1,4
7669,7,25,25,28,100,496,1,4
7702,7,25,25,28,100,496,1,4
7735,7,25,25,28,100,496,1,4
7768,7,25,25,28,100,496,1,4
7801,7,25,25,28,100,496,1,4
7834,7,25,25,28,100,496,1,4
7867,7,25,25,28,100,496,1,4
7900,7,25,25,28,100,496,1,4
7933,7,25,25,28,100,496,1,4
7966,7,25,25,28,100,496,1,4
7999,7,25,25,28,100,496,1,4
8032,7,25,25,28,100,496,1,4
8065,7,25,25,28,100,496,1,4
8098,7,25,25,28,100,496,1,4
8131,7,25,25,28,100,496,1,4
8164,7,25,25,28,100,496,1,4
8197,7,25,25,28,100,496,1,4
8230,7,25,25,28,100,496,1,4
8263,7,25,25,28,100,496,1,4
8296,7,25,25,28,100,496,1,4
8329,7,25,25,28,100,496,1,4
8362,7,25,25,28,100,496,1,4
8395,7,25,25,28,100,496,1,4
8428,7,25,25,28,100,496,1,4
8461,7,25,25,28,100,496,1,4
8494,7,25,25,28,100,496,1,4
8527,7,25,25,28,100,496,1,4
8560,7,25,25,28,100,496,1,4
8593,7,25,25,28,100,496,1,4
8626,7,25,25,28,100,496,1,4
8659,7,25,25,28,100,496,1,4
8692,7,25,25,28,100,496,1,4
8725,7,25,25,28,100,496,1,4
8758,7,25,25,28,100,496,1,4
8791,7,25,25,28,100,496,1,4
8824,7,25,25,28,100,496,1,4
8857,7,25,25,28,100,496,1,4
8890,7,25,25,28,100,496,1,4
8923,7,25,25,28,100,496,1,4
8956,7,25,25,28,100,496,1,4
8989,7,25,25,28,100,496,1,4
9022,7,25,25,28,100,496,1,4
9055,7,25,25,28,100,496,1,4
9088,7,25,25,28,100,496,1,4
9121,7,25,25,28,100,496,1,4
9154,7,25,25,28,100,496,1,4
9187,7,25,25,28,100,496,1,4
9220,7,25,25,28,100,496,1,4
9253,7,25,25,28,100,496,1,4
9286,7,25,25,28,100,496,1,4
9319,7,25,25,28,100,496,1,4
9352,7,25,25,28,100,496,1,4
9385,7,25,25,28,100,496,1,4
9418,7,25,25,28,100,496,1,4
9451,7,25,25,28,100,496,1,4
9484,7,25,25,28,100,496,1,4
9517,7,25,25,28,100,496,1,4
9550,7,25,25,28,100,496,1,4
9583,7,25,25,28,100,496,1,4
9616,7,25,25,28,100,496,1,4
9649,7,25,25,28,100,496,1,4
9682,7,25,25,28,100,496,1,4
9715,7,25,25,28,100,496,1,4
9748,7,25,25,28,100,496,1,4
9781,7,25,25,28,100,496,1,4
9814,7,25,25,28,100,496,1,4
9847,7,25,25,28,100,496,1,4
9880,7,25,25,28,100,496,1,4
9913,7,25,25,28,100,496,1,4
9946,7,25,25,28,100,496,1,4
9979,7,25,25,28,100,496,1,4
10012,7,25,25,28,100,496,1,4
10045,7,25,25,28,100,496,1,4
10078,7,25,25,28,100,496,1,4
10111,7,25,25,28,100,496,1,4
10144,7,25,25,28,100,496,1,4
10177,7,25,25,28,100,496,1,4
10210,7,25,25,28,100,496,1,4
10243,7,25,25,28,100,496,1,4
10276,7,25,25,28,100,496,1,4
10309,7,25,25,28,100,496,1,4
10342,7,25,25,28,100,496,1,4
10375,7,25,25,28,100,496,1,4
10408,7,25,25,28,100,496,1,4
10441,7,25,25,28,100,496,1,4
10474,7,25,25,28,100,496,1,4
10507,7,25,25,28,100,496,1,4
10540,7,25,25,28,100,496,1,4
10573,7,25,25,28,100,496,1,4
10606,7,25,25,28,100,496,1,4
10639,7,25,25,28,100,496,1,4
10672,7,25,25,28,100,496,1,4
10705,7,25,25,28,100,496,1,4
10738,7,25,25,28,100,496,1,4
10771,7,25,25,28,100,496,1,4
10804,7,25,25,28,100,496,1,4
10837,7,25,25,28,100,496,1,4
10870,7,25,25,28,100,496,1,4
10903,7,25,25,28,100,496,1,4
10936,7,25,25,28,100,496,1,4
10969,7,25,25,28,100,496,1,4
11002,7,25,25,28,100,496,1,4
11035,7,25,25,28,100,496,1,4
11068,7,25,25,28,100,496,1,4
11101,7,25,25,28,100,496,1,4
11134,7,25,25,28,100,496,1,4
11167,7,25,25,28,100,496,1,4
11200,7,25,25,28,100,496,1,4
11233,7,25,25,28,100,496,1,4
11266,7,25,25,28,100,496,1,4
11299,7,25,25,28,100,496,1,4
11332,7,25,25,28,100,496,1,4
11365,7,25,25,28,100,496,1,4
11398,7,25,25,28,100,496,1,4
11431,7,25,25,28,100,496,1,4
11464,7,25,25,28,100,496,1,4
11497,7,25,25,28,100,496,1,4
11530,7,25,25,28,100,496,1,4
11563,7,25,25,28,100,496,1,4
11596,7,25,25,28,100,496,1,4
11629,7,25,25,28,100,496,1,4
11662,7,25,25,28,100,496,1,4
11695,7,25,25,28,100,496,1,4
11728,7,25,25,28,100,496,1,4
11761,7,25,25,28,100,496,1,4
11794,7,25,25,28,100,496,1,4
11827,7,25,25,28,100,496,1,4
11860,7,25,25,28,100,496,1,4
11893,7,25,25,28,100,496,1,4
11926,7,25,25,28,100,496,1,4
11959,7,25,25,28,100,496,1,4
11992,7,25,25,28,100,496,1,4
12025,7,25,25,28,100,496,1,4
12058,7,25,25,28,100,496,1,4
12091,7,25,25,28,100,496,1,4
12124,7,25,25,28,100,496,1,4
12157,7,25,25,28,100,496,1,4
12190,7,25,25,28,100,496,1,4
12223,7,25,25,28,100,496,1,4
12256,7,25,25,28,100,496,1,4
12289,7,25,25,28,100,496,1,4
12322,7,25,25,28,100,496,1,4
12355,7,25,25,28,100,496,1,4
12388,7,25,25,28,100,496,1,4
12421,7,25,25,28,100,496,1,4
12454,7,25,25,28,100,496,1,4
12487,7,25,25,28,100,496,1,4
12520,7,25,25,28,100,496,1,4
12553,7,25,25,28,100,496,1,4
12586,7,25,25,28,100,496,1,4
12619,7,25,25,28,100,496,1,4
12652,7,25,25,28,100,496,1,4
12685,7,25,25,28,100,496,1,4
12718,7,25,25,28,100,496,1,4
12751,7,25,25,28,100,496,1,4
12784,7,25,25,28,100,496,1,4
12817,7,25,25,28,100,496,1,4
12850,7,25,25,28,100,496,1,4
12883,7,25,25,28,100,496,1,4
12916,7,25,25,28,100,496,1,4
12949,7,25,25,28,100,496,1,4
12982,7,25,25,28,100,496,1,4
13015,7,25,25,28,100,496,1,4
13048,7,25,25,28,100,496,1,4
13081,7,25,25,28,100,496,1,4
13114,7,25,25,28,100,496,1,4
13147,7,25,25,28,100,496,1,4
13180,7,25,25,28,100,496,1,4
13213,7,25,25,28,100,496,1,4
13246,7,25,25,28,100,496,1,4
13279,7,25,25,28,100,496,1,4
13312,7,25,25,28,100,496,1,4
13345,7,25,25,28,100,496,1,4
13378,7,25,25,28,100,496,1,4
13411,7,25,25,28,100,496,1,4
13444,7,25,25,28,100,496,1,4
13477,7,25,25,28,100,496,1,4
13510,7,25,25,28,100,496,1,4
13543,7,25,25,28,100,496,1,4
13576,7,25,25,28,100,496,1,4
13609,7,25,25,28,100,496,1,4
13642,7,25,25,28,100,496,1,4
13675,7,25,25,28,100,496,1,4
13708,7,25,25,28,100,496,1,4
13741,7,25,25,28,100,496,1,4
13774,7,25,25,28,100,496,1,4
13807,7,25,25,28,100,496,1,4
13840,7,25,25,28,100,496,1,4
13873,7,25,25,28,100,496,1,4
13906,7,25,25,28,100,496,1,4
13939,7,25,25,28,100,496,1,4
13972,7,25,25,28,100,496,1,4
14005,7,25,25,28,100,496,1,4
14038,7,25,25,28,100,496,1,4
14071,7,25,25,28,100,496,1,4
14104,7,25,25,28,100,496,1,4
14137,7,25,25,28,100,496,1,4
14170,7,25,25,28,100,496,1,4
14203,7,25,25,28,100,496,1,4
14236,7,25,25,28,100,496,1,4
14269,7,25,25,28,100,496,1,4
14302,7,25,25,28,100,496,1,4
14335,7,25,25,28,100,496,1,4
14368,7,25,25,28,100,496,1,4
14401,7,25,25,28,100,496,1,4
14434,7,25,25,28,100,496,1,4
14467,7,25,25,28,100,496,1,4
14500,7,25,25,28,100,496,1,4
14533,7,25,25,28,100,496,1,4
14566,7,25,25,28,100,496,1,4
14599,7,25,25,28,100,496,1,4
14632,7,25,25,28,100,496,1,4
14665,7,25,25,28,100,496,1,4
14698,7,25,25,28,100,496,1,4
14731,7,25,25,28,100,496,1,4
14764,7,25,25,28,100,496,1,4
14797,7,25,25,28,100,496,1,4
14830,7,25,25,28,100,496,1,4
14863,7,25,25,28,100,496,1,4
14896,7,25,25,28,100,496,1,4
14929,7,25,25,28,100,496,1,4
14962,7,25,25,28,100,496,1,4
14995,7,25,25,28,100,496,1,4
15028,7,25,25,28,100,496,1,4
15061,7,25,25,28,100,496,1,4
15094,7,25,25,28,100,496,1,4
15127,7,25,25,28,100,496,1,4
15160,7,25,25,28,100,496,1,4
15193,7,25,25,28,100,496,1,4
15226,7,25,25,28,100,496,1,4
15259,7,25,25,28,100,496,1,4
15292,7,25,25,28,100,496,1,4
15325,7,25,25,28,100,496,1,4
15358,7,25,25,28,100,496,1,4
15391,7,25,25,28,100,496,1,4
15424,7,25,25,28,100,496,1,4
15457,7,25,25,28,100,496,1,4
15490,7,25,25,28,100,496,1,4
15523,7,25,25,28,100,496,1,4
15556,7,25,25,28,100,496,1,4
15589,7,25,25,28,100,496,1,4
15622,7,25,25,28,100,496,1,4
15655,7,25,25,28,100,496,1,4
15688,7,25,25,28,100,496,1,4
15721,7,25,25,28,100,496,1,4
15754,7,25,25,28,100,496,1,4
15787,7,25,25,28,100,496,1,4
15820,7,25,25,28,100,496,1,4
15853,7,25,25,28,100,496,1,4
15886,7,25,25,28,100,496,1,4
15919,7,25,25,28,100,496,1,4
15952,7,25,25,28,100,496,1,4
15985,7,25,25,28,100,496,1,4
16018,7,25,25,28,100,496,1,4
16051,7,25,25,28,100,496,1,4
16084,7,25,25,28,100,496,1,4
16117,7,25,25,28,100,496,1,4
16150,7,25,25,28,100,496,1,4
16183,7,25,25,28,100,496,1,4
16216,7,25,25,28,100,496,1,4
16249,7,25,25,28,100,496,1,4
16282,7,25,25,28,100,496,1,4
16315,7,25,25,28,100,496,1,4
16348,7,25,25,28,100,496,1,4
16381,7,25,25,28,100,496,1,4
16414,7,25,25,28,100,496,1,4
16447,7,25,25,28,100,496,1,4
16480,7,25,25,28,100,496,1,4
16513,7,25,25,28,100,496,1,4
16546,7,25,25,28,100,496,1,4
16579,7,25,25,28,100,496,1,4
16612,7,25,25,28,100,496,1,4
16645,7,25,25,28,100,496,1,4
16678,7,25,25,28,100,496,1,4
16711,7,25,25,28,100,496,1,4
16744,7,25,25,28,100,496,1,4
16777,7,25,25,28,100,496,1,4
16810,7,25,25,28,100,496,1,4
16843,7,25,25,28,100,496,1,4
16876,7,25,25,28,100,496,1,4
16909,7,25,25,28,100,496,1,4
16942,7,25,25,28,100,496,1,4
16975,7,25,25,28,100,496,1,4
17008,7,25,25,28,100,496,1,4
17041,7,25,25,28,100,496,1,4
17074,7,25,25,28,100,496,1,4
17107,7,25,25,28,100,496,1,4
17140,7,25,25,28,100,496,1,4
17173,7,25,25,28,100,496,1,4
17206,7,25,25,28,100,496,1,4
17239,7,25,25,28,100,496,1,4
17272,7,25,25,28,100,496,1,4
17305,7,25,25,28,100,496,1,4
17338,7,25,25,28,100,496,1,4
17371,7,25,25,28,100,496,1,4
17404,7,25,25,28,100,496,1,4
17437,7,25,25,28,100,496,1,4
17470,7,25,25,28,100,496,1,4
17503,7,25,25,28,100,496,1,4
17536,7,25,25,28,100,496,1,4
17569,7,25,25,28,100,496,1,4
17602,7,25,25,28,100,496,1,4
17635,7,25,25,28,100,496,1,4
17668,7,25,25,28,100,496,1,4
17701,7,25,25,28,100,496,1,4
17734,7,25,25,28,100,496,1,4
17767,7,25,25,28,100,496,1,4
17800,7,25,25,28,100,496,1,4
17833,7,25,25,28,100,496,1,4
17866,7,25,25,28,100,496,1,4
17899,7,25,25,28,100,496,1,4
17932,7,25,25,28,100,496,1,4
17965,7,25,25,28,100,496,1,4
17998,7,25,25,28,100,496,1,4
18031,7,25,25,28,100,496,1,4
18064,7,25,25,28,100,496,1,4
18097,7,25,25,28,100,496,1,4
18130,7,25,25,28,100,496,1,4
18163,7,25,25,28,100,496,1,4
18196,7,25,25,28,100,496,1,4
18229,7,25,25,28,100,496,1,4
18262,7,25,25,28,100,496,1,4
18295,7,25,25,28,100,496,1,4
18328,7,25,25,28,100,496,1,4
18361,7,25,25,28,100,496,1,4
18394,7,25,25,28,100,496,1,4
18427,7,25,25,28,100,496,1,4
18460,7,25,25,28,100,496,1,4
18493,7,25,25,28,100,496,1,4
18526,7,25,25,28,100,496,1,4
18559,7,25,25,28,100,496,1,4
18592,7,25,25,28,100,496,1,4
18625,7,25,25,28,100,496,1,4
18658,7,25,25,28,100,496,1,4
18691,7,25,25,28,100,496,1,4
18724,7,25,25,28,100,496,1,4
18757,7,25,25,28,100,496,1,4
18790,7,25,25,28,100,496,1,4
18823,7,25,25,28,100,496,1,4
18856,7,25,25,28,100,496,1,4
18889,7,25,25,28,100,496,1,4
18922,7,25,25,28,100,496,1,4
18955,7,25,25,28,100,496,1,4
18988,7,25,25,28,100,496,1,4
19021,7,25,25,28,100,496,1,4
19054,7,25,25,28,100,496,1,4
19087,7,25,25,28,100,496,1,4
19120,7,25,25,28,100,496,1,4
19153,7,25,25,28,100,496,1,4
19186,7,25,25,28,100,496,1,4
19219,7,25,25,28,100,496,1,4
19252,7,25,25,28,100,496,1,4
19285,7,25,25,28,100,496,1,4
19318,7,25,25,28,100,496,1,4
19351,7,25,25,28,100,496,1,4
19384,7,25,25,28,100,496,1,4
19417,7,25,25,28,100,496,1,4
19450,7,25,25,28,100,496,1,4
19483,7,25,25,28,100,496,1,4
19516,7,25,25,28,100,496,1,4
19549,7,25,25,28,100,496,1,4
19582,7,25,25,28,100,496,1,4
19615,7,25,25,28,100,496,1,4
19648,7,25,25,28,100,496,1,4
19681,7,25,25,28,100,496,1,4
19714,7,25,25,28,100,496,1,4
19747,7,25,25,28,100,496,1,4
19780,7,25,25,28,100,496,1,4
19813,7,25,25,28,100,496,1,4
19846,7,25,25,28,100,496,1,4
19879,7,25,25,28,100,496,1,4
19912,7,25,25,28,100,496,1,4
19945,7,25,25,28,100,496,1,4
19978,7,25,25,28,100,496,1,4
20011,7,25,25,28,100,496,1,4
20044,7,25,25,28,100,496,1,4
20077,7,25,25,28,100,496,1,4
20110,7,25,25,28,100,496,1,4
20143,7,25,25,28,100,496,1,4
20176,7,25,25,28,100,496,1,4
20209,7,25,25,28,100,496,1,4
20242,7,25,25,28,100,496,1,4
20275,7,25,25,28,100,496,1,4
20308,7,25,25,28,100,496,1,4
20341,7,25,25,28,100,496,1,4
20374,7,25,25,28,100,496,1,4
20407,7,25,25,28,100,496,1,4
20440,7,25,25,28,100,496,1,4
20473,7,25,25,28,100,496,1,4
20506,7,25,25,28,100,496,1,4
20539,7,25,25,28,100,496,1,4
20572,7,25,25,28,100,496,1,4
20605,7,25,25,28,100,496,1,4
20638,7,25,25,28,100,496,1,4
20671,7,25,25,28,100,496,1,4
20704,7,25,25,28,100,496,1,4
20737,7,25,25,28,100,496,1,4
20770,7,25,25,28,100,496,1,4
20803,7,25,25,28,100,496,1,4
20836,7,25,25,28,100,496,1,4
20869,7,25,25,28,100,496,1,4
20902,7,25,25,28,100,496,1,4
20935,7,25,25,28,100,496,1,4
20968,7,25,25,28,100,496,1,4
21001,7,25,25,28,100,496,1,4
21034,7,25,25,28,100,496,1,4
21067,7,25,25,28,100,496,1,4
21100,7,25,25,28,100,496,1,4
21133,7,25,25,28,100,496,1,4
21166,7,25,25,28,100,496,1,4
21199,7,25,25,28,100,496,1,4
21232,7,25,25,28,100,496,1,4
21265,7,25,25,28,100,496,1,4
21298,7,25,25,28,100,496,1,4
21331,7,25,25,28,100,496,1,4
21364,7,25,25,28,100,496,1,4
21397,7,25,25,28,100,496,1,4
21430,7,25,25,28,100,496,1,4
21463,7,25,25,28,100,496,1,4
21496,7,25,25,28,100,496,1,4
21529,7,25,25,28,100,496,1,4
21562,7,25,25,28,100,496,1,4
21595,7,25,25,28,100,496,1,4
21628,7,25,25,28,100,496,1,4
21661,7,25,25,28,100,496,1,4
21694,7,25,25,28,100,496,1,4
21727,7,25,25,28,100,496,1,4
21760,7,25,25,28,100,496,1,4
21793,7,25,25,28,100,496,1,4
21826,7,25,25,28,100,496,1,4
21859,7,25,25,28,100,496,1,4
21892,7,25,25,28,100,496,1,4
21925,7,25,25,28,100,496,1,4
21958,7,25,25,28,100,496,1,4
21991,7,25,25,28,100,496,1,4
22024,7,25,25,28,100,496,1,4
22057,7,25,25,28,100,496,1,4
22090,7,25,25,28,100,496,1,4
22123,7,25,25,28,100,496,1,4
22156,7,25,25,28,100,496,1,4
22189,7,25,25,28,100,496,1,4
22222,7,25,25,28,100,496,1,4
22255,7,25,25,28,100,496,1,4
22288,7,25,25,28,100,496,1,4
22321,7,25,25,28,100,496,1,4
22354,7,25,25,28,100,496,1,4
22387,7,25,25,28,100,496,1,4
22420,7,25,25,28,100,496,1,4
22453,7,25,25,28,100,496,1,4
22486,7,25,25,28,100,496,1,4
22519,7,25,25,28,100,496,1,4
22552,7,25,25,28,100,496,1,4
22585,7,25,25,28,100,496,1,4
22618,7,25,25,28,100,496,1,4
22651,7,25,25,28,100,496,1,4
22684,7,25,25,28,100,496,1,4
22717,7,25,25,28,100,496,1,4
22750,7,25,25,28,100,496,1,4
22783,7,25,25,28,100,496,1,4
22816,7,25,25,28,100,496,1,4
22849,7,25,25,28,100,496,1,4
22882,7,25,25,28,100,496,1,4
22915,7,25,25,28,100,496,1,4
22948,7,25,25,28,100,496,1,4
22981,7,25,25,28,100,496,1,4
23014,7,25,25,28,100,496,1,4
23047,7,25,25,28,100,496,1,4
23080,7,25,25,28,100,496,1,4
23113,7,25,25,28,100,496,1,4
23146,7,25,25,28,100,496,1,4
23179,7,25,25,28,100,496,1,4
23212,7,25,25,28,100,496,1,4
23245,7,25,25,28,100,496,1,4
23278,7,25,25,28,100,496,1,4
23311,7,25,25,28,100,496,1,4
23344,7,25,25,28,100,496,1,4
23377,7,25,25,28,100,496,1,4
23410,7,25,25,28,100,496,1,4
23443,7,25,25,28,100,496,1,4
23476,7,25,25,28,100,496,1,4
23509,7,25,25,28,100,496,1,4
23542,7,25,25,28,100,496,1,4
23575,7,25,25,28,100,496,1,4
23608,7,25,25,28,100,496,1,4
23641,7,25,25,28,100,496,1,4
23674,7,25,25,28,100,496,1,4
23707,7,25,25,28,100,496,1,4
23740,7,25,25,28,100,496,1,4
23773,7,25,25,28,100,496,1,4
23806,7,25,25,28,100,496,1,4
23839,7,25,25,28,100,496,1,4
23872,7,25,25,28,100,496,1,4
23905,7,25,25,28,100,496,1,4
23938,7,25,25,28,100,496,1,4
23971,7,25,25,28,100,496,1,4
24004,7,25,25,28,100,496,1,4
